company,position,location,full_text,details
Zoom,"Machine Learning Engineering Lead, Search and Discovery","Austin, TX","Machine Learning Engineering Lead, Search and Discovery, Zoom, Austin, TX, Remote, Hide job, 1 connection works here, Promoted, 4 applicants","Work Styles at Zoom

In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about Zoom's Workstyles.

About Us

Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinar.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.

About The Job

Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.

Our Search and Discovery team makes it easy for users to navigate and discover relevant information easily in Zoom’s platform to promote efficient collaboration in the working environment.

We are looking for an aspiring and ambitious machine learning engineering lead who can thrive in a fast-paced agile environment and work cross functionally across teams in the company. Our team is developing the next generation of communication technology that redefines the industry. This position involves working with large amount of data and building machine learning models into production with high user privacy guarantees in place.

As a Machine Learning Engineering Lead on the Search and Discovery team, you will
Lead and grow the engineering team committed to building innovative products that make Zoom the best place to work.
Lead the engineering team to deliver high quality technical output
Be both a deep technical leader and a thoughtful people manager
Design, develop and build machine learning models for a world-class information search and discovery platform serving all zoom users
Utilize instrumentation and experimentation techniques to predict, measure and optimize user’s search and discovery experience
Work with massive data and build pipelines to process data at scale
Productize cutting-edge machine learning technologies to scalable and reliable services
Produce bullet-proof code that is robust, efficient and maintainable using the language you master
Successful Candidates We Are Looking For
MS or PhD degree in Machine Learning, Statistics, Computer Science or other Quantitative fields
6+ years relevant experience in Algorithms, Machine Learning, Artificial Intelligence, Distributed Systems, Data Science and Statistics with 3+ years as a technical leader/manager
Deep technical knowledge and expertise in at least two of the following fields: supervised and unsupervised machine learning, recommender system, language model and graph learning
Experience in Natural Language Processing is a plus
Proven track records in the field of Machine Learning & Algorithms to ship machine learning algorithms into high-quality products and services
Experience in working with massive datasets, and building machine learning and data pipelines with high engineering standards (e.g., scalability, reliability and maintainability)
Experience in cross functional communications in a dynamic and highly collaborative environment
Experience in software development using a general-purpose programming language (eg Python, Java, C/C++ etc)
We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.

We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.

Zoom requires all U.S. employees who will work in person at a Zoom office, attend in-person Zoom meetings or have in-person customer meetings to be fully vaccinated. Zoom will consider requests for reasonable accommodations for religious or medical reasons as required under applicable law.

At Zoom, we care about our employees, their families, and their well-being. As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. To view our benefits, click here.

Explore Zoom
Hear from our leadership team
Browse Awards and Employee Reviews on Comparably
Visit our Blog
Zoom with us!
Find us on social at the links below and on Instagram
View more jobs, sign up for job alerts and join our talent community. Visit the Zoom careers site."
KPMG US,"Specialist, Data Scientist","San Antonio, TX","Specialist, Data Scientist, KPMG US, San Antonio, TX, Hide job, 1 connection works here, Promoted, 9 applicants","Requisition Number: 86925 - 90

Description

Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for by Fortune Magazine, Consulting Magazine, Working Mother Magazine, Diversity Inc. and others. If you're as passionate about your future as we are, join our team.

KPMG is currently seeking a Specialist to join our Federal Advisory practice.

Responsibilities
Undertake necessary statistical analysis using Natural Language Processing to mine unstructured data, using a variety of methods (document clustering, topic analysis, names entity recognition, document classification, and sentiment analysis) as part of the overall Machine Learning initiative set forth within engagement
Analyze structured and unstructured data, understand and implement algorithms, and support analysis using advanced statistical and mathematical methods form emerging areas in pattern analysis, machine learning, deep learning, data mining, econometrics, and operations research
Support workshops around emerging technologies in associated areas of Machine Learning, with both business clients and technical clients utilizing processes and best practices to plan, lead, and execute delivery of artificial intelligence engagements across different areas (technology, financial services, emerging tech, government agencies - federal, state, local, and utilities)
Function in a fast-paced and dynamic environment utilizing virtual and face-to-face interactions; manage complex work streams, expectations, budgets, deliverables, risks, and multiple responsibilities using structured approaches for operational excellence while communicating results to executive level audiences
Qualifications
A minimum of one year of technical data science experience; U.S. Federal government consulting experience
Bachelor's degree from an accredited college/university
Experience performing data science from data discovery, cleaning, model selection, validation, and deployment; experience coding artificial intelligence methods using object-oriented programming in a software development process, and ability to restructure, refactor, and optimize code for efficiency
Problem-solving ability through the use and/or development of data science algorithms, models, testing, etc.; ability to utilize a diverse array of technologies and tools as needed, to deliver insights, such as R, Python, Spark, Hadoop and emerging Cloud Capabilities on Azure, GCP and/or AWS; experience with command-line scripting, data structures, and algorithms
Ability to travel as required to support firm engagements
Ability to obtain a U.S. Federal government security clearance within a reasonable period of time, which requires U.S. citizenship
KPMG LLP (the U.S. member firm of KPMG International) offers a comprehensive compensation and benefits package. KPMG is an affirmative action-equal opportunity employer. KPMG complies with all applicable federal, state and local laws regarding recruitment and hiring. All qualified applicants are considered for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other category protected by applicable federal, state or local laws. The attached link contains further information regarding the firm's compliance with federal, state and local recruitment and hiring laws. No phone calls or agencies please.

At KPMG any employee, partner or contractor must be fully vaccinated or have a reasonable accommodation for COVID-19 in order to go to any KPMG office, or to work on or in association with a federal contract (unless prohibited by applicable law)."
Amazon,Data Scientist - Demand Forecasting,"Bellevue, WA","Data Scientist - Demand Forecasting, Amazon, Bellevue, WA, $115K/yr - $152K/yr (LinkedIn est.), Medical benefit, Hide job, You have a preferred skill badge, Promoted","Job Summary

DESCRIPTION

Business/Team Introduction

The Amazon Demand Forecasting team seeks a with strong analytical and communication skills to join our team. We develop sophisticated algorithms that involve learning from large amounts of , such as prices, promotions, similar products, and a product’s attributes, in order to forecast the demand of over 190 million products world-wide. These forecasts are used to automatically order more than $200 million worth of inventory weekly, establish labor plans for tens of thousands of employees, and predict the company’s financial performance. The work is complex and important to Amazon. With better forecasts we drive down supply chain costs, enabling the offer of lower prices and better in-stock selection for our customers.

Responsibilities

In a typical day, you will work closely with talented machine learning s, statisticians, software engineers, and business groups. Your work will include cutting edge technologies that enable implementation of sophisticated s on big . As a successful in our Demand Forecasting team, you are an analytical problem solver who enjoys diving into , is excited about investigations and algorithms, can multi-task, and can credibly interface between technical teams and business stakeholders. Your analytical abilities, business understanding, and technical savvy will be used to identify specific and actionable opportunities to solve existing business problems in Demand Forecasting, through collaboration with engineering, research, and business teams. Your expertise in synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication will enable you to answer specific business questions and innovate for the future.

Major Responsibilities Include
Translating Demand Forecasting business questions and concerns into specific analytical questions that can be answered with available using statistical and machine learning methods; working with engineers to produce the required when it is not available
Providing feedback to our science and engineering teams on the applicability of technical solutions from the business perspective
Presenting critical in a format that is immediately useful to answer questions about the inputs and outputs of Demand Forecasting systems and improving their performance
Communicating verbally and in writing to business customers with various levels of technical knowledge, educating them about our systems, as well as sharing insights and recommendations
Improving upon existing Demand Forecasting statistical or machine learning methodologies by developing new sources, testing enhancements, running computational experiments, and fine-tuning parameters for new forecasting s
Supporting decision making by providing requirements to develop analytic capabilities, platforms, pipelines and metrics then using them to analyze trends and find root causes of forecast inaccuracy
Formalizing assumptions about how demand forecasts are expected to behave, creating definitions of outliers, developing methods to systematically identify these outliers, and explaining why they are reasonable or identifying fixes for them
Utilizing code (, R, Scala, etc.) for analyzing and building statistical and machine learning s and algorithms
Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Basic Qualifications
Bachelor's Degree
1+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
Bachelor’s or Master’s degree in a field such as Statistics, Applied Mathematics, Physics, Engineering, Computer Science, or Economics
2+ years of relevant working experience in an analytical role involving extraction, analysis, statistical ing, and communication
2+ years of experience with querying languages (e.g. , Hadoop/Hive, Scala) and statistical/mathematical software (e.g. R, Matlab, Stata)
Preferred Qualifications
Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of
Superior verbal and written communication skills with the ability to effectively advocate technical solutions to s, engineering teams and business audiences
Proven ability to convey rigorous technical concepts and considerations to non-experts
Natural curiosity and desire to learn
Fluency in a scripting or computing language (e.g. , Scala, C++, Java, etc.)
Depth and breadth in knowledge. Excellent ing, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.
Combination of deep technical skills and business savvy to interface with all levels and disciplines within our and our customer’s organizations
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
Experience in forecasting and time series is a plus
The base pay range for this position in Colorado is $ 119,300 - 160,000 and New York is $ 119,300 - 160,000 a year; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon’s internal or external careers site.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A2105578"
Amazon Business,"Data Scientist, AWS Compute Optimizer, AWS Insights","Seattle, WA","Data Scientist, AWS Compute Optimizer, AWS Insights, Amazon Business, Seattle, WA, $115K/yr - $152K/yr (LinkedIn est.), Hide job, You have a preferred skill badge, Promoted, 12 applicants","Job Summary

DESCRIPTION

Would you like to help us build the next-generation cloud services that will power the largest managed infrastructure in the world? We’re hiring a Data Scientist for AWS Compute Optimizer team within Amazon AWS Insights. Our service uses large amounts of data combined with machine learning (ML) and push the boundaries of scale, availability, and performance, while maintaining the highest standards for security and operational excellence.

AWS Compute Optimizer helps you choose optimal configurations for three types of AWS resources: Amazon EC2 instances, Amazon EBS volumes, and AWS Lambda functions, based on your utilization data. By applying the knowledge drawn from Amazon’s own experience running diverse workloads in the cloud, Compute Optimizer identifies workload patterns and recommends optimal AWS resources. Compute Optimizer analyzes the configuration and resource utilization of your workload to identify dozens of defining characteristics, for example, if a workload is CPU-intensive, if it exhibits a daily pattern, or if a workload accesses local storage frequently. The service processes these characteristics and identifies the hardware resource required by the workload. Compute Optimizer infers how the workload would have performed on various hardware platforms (e.g. Amazon EC2 instances types) or using different configurations (e.g. Amazon EBS volume IOPS settings, and AWS Lambda function memory sizes) to offer recommendations.

You will take on challenges in providing recommendations based on billions of metric records available for various customers and their use cases. You will be empowered to think big, invent on behalf of our customers, make judgment calls and find elegant solutions to hard problems.

Read more about AWS Compute Optimizer https://aws.amazon.com/compute-optimizer/

Key job responsibilities
Technical lead for the scientist team to build statistical and ML recommendation models
Drive collaborative research and creative problem solving across science and engineering team
Analyze complex datasets to drive insight
Propose and validate hypothesis to deliver and direct our product road map
Work with engineers to deliver low latency model predictions to production
Constructively critique peer research and mentor junior scientists and engineers

Basic Qualifications
Master's degree in Mathematics, Statistics or in any another highly quantitative field
5+ years of research experience working on applied machine learning projects
5+ years of experience in using Python, R, or similar languages
Track record dealing with complex and ambiguous problems that drive business value
Deep understanding of regression modeling, forecasting techniques, time series analysis, machine-learning concepts such as supervised and unsupervised learning
Proficiency in model development, model validation and model implementation for large-scale applications
Ability to communicate technical concepts and solutions at a level appropriate for technical and non-technical audiences
Experience with extraction, processing, filtering, and presenting large data quantities (1M+ rows) via AWS technologies, SQL, and data pipelines
Ability to translate business requirements into science problems. Independently define problem formulation and create scalable solutions
Preferred Qualifications
Experience collaborating with software engineering teams
Track record innovating using machine learning and statistical algorithms
Track record of implementing and deploying large scale machine learning applications and tools
8+ years of experience as Machine Learning Scientists, Data Scientists and/or Business Intelligence Engineers
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon Dev Center U.S., Inc.

Job ID: A2032267"
Apple,Software Engineer - Product Data Platform,"Cupertino, CA","Software Engineer - Product Data Platform, Apple, Cupertino, CA, $116K/yr - $200K/yr (LinkedIn est.), Hide job, 9 connections work here, 4 days ago, 12 applicants","Summary

Imagine what you could do here. At Apple, outstanding ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there’s no telling what you could accomplish. You will work with significant and dynamic projects in support of Apple’s Retail business and will deliver innovative solutions and software.


The Apple Online Store(AOS) is not your traditional e-commerce site. It is where iPhones, Macs, iPads and Watches are sold to tens of millions of customers each year. You love building highly scalable, distributed web applications? Do you get passionate about performance tuning java applications at the limits of memory and CPU? You love working with other highly hardworking engineers? If so, then we are looking for someone like you who is an experienced Java Developer, self starting, ambitious individual with very strong leadership and technical capabilities.

Key Qualifications

Minimum 10 years of experience in enterprise Java development

Possess strong foundation in Computer Science fundamentals such as data structures and algorithms

Experienced in delivering advanced solutions for a multi-tier, distributed web application

Experience with standard data modeling methodologies using Oracle and Cassandra databases.

Equally valuable is experience in building low latency service APIs, and data aggregation pipelines.

Experience with product catalog management a plus.

Proven strong problem solving and debugging skills

Ability to articulate the benefits of Test Driven Development, Continuous Integration

Description

The product data systems team in AOS is looking for a highly hardworking backend engineer to design, implement and maintain a fleet of services critical to the functioning of one of the highly valued eCommerce sites in the world: http://www.apple.com


We are looking for a self starting, energetic individual, who is not afraid to question assumptions, with excellent written and verbal communication skills. This candidate should have 10+ years of experience in delivering advanced solutions for multi-tier, distributed services and web applications.


As part of the Apple Online Store Product Systems team, your responsibilities include:

Working closely with publishing groups, other engineering team members and interacting with product, design, content, QA and many other groups to lead and deliver world class engineering products in an exciting fast-paced environment.

You should be passionate about delivering high-quality products and care deeply about product excellence.

We expect you to come to Apple to do the best work of your life!

Education & Experience

Bachelor's or Master’s degree in Computer Science preferred

Role Number: 200368916"
Apple,"Software Engineer, Apple Pay","Raleigh, NC","Software Engineer, Apple Pay, Apple, Raleigh, NC, Hide job, 9 connections work here, 2 weeks ago","Summary

At Apple, new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. You bring passion, and dedication to your job and there's no telling what you could accomplish.


We are building the next generation systems powering Apple Pay. Working alongside a talented team of engineers our initiative is to build the strategic elements of the Apple Pay stack, enabling first to market features that differentiate our products.

Key Qualifications

10+ years of professional development experience

Significant experience (5+ years) in designing, implementing & supporting highly scalable systems and services in Java, Scala and/or other JVM-based languages

At least 4 years experience with SQL, NoSQL or NewSQL technologies (see Additional Requirements below)

Self-starter with strong customer and product focus

Ability to communicate thoughtfully, leveraging problem-solving skills and a learning mindset to build long-term relationships

Description

We are looking for a team member with a strong foundation in computer science theory and industry experience. In this role, you will design, develop, and deliver components of a distributed system that is key to the Apple Pay stack.


You will have a proven ability to solve problems, interest in continuous learning and digging deep into the domain when necessary.


Job functions include:


- Cross-functional collaboration throughout the entire software lifecycle

- Scoping, design, and implementation of scalable, resilient distributed systems

- Participating in design sessions and code reviews with peers to elevate the quality of engineering across the organization

Education & Experience

BS or MS in Computer Science or related technical field, equivalent work experience will be considered

Additional Requirements

Any of the following is an advantage:

Practical experience with CockroachDB, Cassandra, FoundationDB, DynamoDB

Public cloud platforms (AWS, GCP, etc)

Deployment experience using Docker and Kubernetes

Relational data modeling & practical experience with RDBMS (Oracle, Postgres, MySQL etc)

Practical experience with Apache Kafka

Fintech experience

Payments experience

Role Number: 200345672"
ASML,Senior Data Scientist - Computational Lithography,"San Jose, CA","Senior Data Scientist - Computational Lithography, ASML, San Jose, CA, On-site, Hide job, You have a preferred skill badge, Promoted, 3 applicants","Introduction

Introduction to the job

The employee will be responsible for applied R&D in the areas of:

Numerical techniques for Process Modeling and Optimization
Machine Learning for Computational Lithography and Image Enhancement
Software prototyping and development


Role and responsibilities

As part of the ASML Brion Advanced Technology Team you will be part of a dynamic team working on holistic solutions for semiconductor patterning. You will have the opportunity to work on a wide range of feasibility studies and prototype development to enhance our existing products and develop new solutions to extend Moore’s Law. In particular the candidate will have the opportunity to work on a variety of challenging problems such as:

Machine Learning (ML) based feasibility study to improve our current Optical Proximity Correction (OPC) and Process Model solutions, including ML based SRAF - Sub Resolution Asist Features extractions, ML based OPC speed up, Machine Learning model accuracy improvement, Image Quality Improvement, OPC Multi-variable-solver improvement, CTM solver improvement.

Investigate Pattern Coverage/Selection Technology for different Machine Learning Algorithm

Work with R&D and Product Engineering to integrate and verify new Machine Learning algorithm and utilities on our platforms (CPU/GPU).

Education And Experience
Ph.D. or Master’s degree in Mathematics, Physics, Electrical / Computer Engineering, or related fields.
Three or more years of experience in Computational Lithography, Semiconductor process technology, Simulation, and analysis
Good working knowledge of Optical Lithography and Computational Lithography products.
Application of machine Learning to technical problems
Data mining and reduction techniques
C++ / Java/Python and Scripting coding
Demonstrated capabilities for conducting independent R & D and contributing to cross-functional, team-based feasibility studies and prototyping.


Skills

Working at the cutting edge of tech, you’ll always have new challenges and new problems to solve – and working together is the only way to do that. You won’t work in a silo. Instead, you’ll be part of a creative, dynamic work environment where you’ll collaborate with supportive colleagues. There is always space for creative and unique points of view. You’ll have the flexibility and trust to choose how best to tackle tasks and solve problems.

To thrive in this job, you’ll need the following skills:

Excellent team, communication and organizational skills.
Willingness to work independently and think ‘outside the box’ to identify, analyze and solve both simulation and experimental challenges in a dynamic, applied R&D organization.


Diversity & Inclusion

ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.

Other Information

EOE AA M/F/Veteran/Disability

Need to know more about applying for a job at ASML? Read our frequently asked questions .

#KD-LI"
Amazon,"Business Intelligence Engineer, Amazon Publisher Services","Palo Alto, CA","Business Intelligence Engineer, Amazon Publisher Services, Amazon, Palo Alto, CA, $128K/yr - $178K/yr (LinkedIn est.), Hide job, 53 connections work here, Promoted","Job Summary

DESCRIPTION

Amazon Advertising is dedicated to driving measurable outcomes for brand advertisers, agencies, authors, and entrepreneurs. Our ad solutions—including sponsored, display, video, and custom ads—leverage Amazon’s innovations and insights to find, attract, and engage intended audiences throughout their daily journeys.

Amazon Publisher Services (APS) helps publishers of all sizes increase monetization and yield. APS provides exclusive access to Amazon marketing spend and extends our cloud-based platform technology to enable publishers to maximize revenue opportunity across devices and media channels while improving user experience. The end result is an Amazon product that lets publishers focus on what they do best: publishing.

Our Web and Mobile Business Intelligence team focuses on product suites that empower web and mobile app publishers to quickly build and grow thriving businesses through maximizing revenue, improving user experience, and gaining deeper insights into their audience.

The Role

As a Business Intelligence Engineer, you will generate insights that will guide strategic decision making. You will be gathering customer insights, mining data, making recommendations, and helping senior leaders make key business decisions and form product and business strategies. You will have the opportunity to work with large and diverse data sets to gather insights using data from across Amazon Advertising infrastructure.

Key job responsibilities

In This Role, You Will
Analyze data to find actionable insights that lead to business insights and opportunities
Own deep-dives resulting from business reviews and present findings to stakeholders
Work with business planners and decision makers to translate business questions into verifiable hypotheses using complex, multi-source data
Build dashboards and custom reports to track performance and investigate key business questions
Collaborate with global stakeholders and report business and operational insights to leadership
This role can also be located in Palo Alto, Austin, Arlington, VA or New York.


Basic Qualifications
Bachelor’s degree in Computer Science, Engineering, Math, Statistics or a related discipline
5+ years of relevant work experience in data science, business analytics, business intelligence (BI), or related roles in big data environments
Experience with business intelligence analytics, reporting, visualization tools and methods (i.e., Quicksight, Power BI, Tableau)
Preferred Qualifications
Graduate degree in Computer Science, Engineering, MIS, Mathematics, related technical field
Excellent written and verbal communication skills
Fluency with statistical analytics and scripting languages such as Python etc.
Knowledge of Machine Learning and fundamental statistical concepts for data analysis
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A2110621"
KPMG US,"Specialist, Data Scientist","Boston, MA","Specialist, Data Scientist, KPMG US, Boston, MA, Hide job, 43 alumni work here, Promoted, 9 applicants","Requisition Number: 86925 - 39

Description

Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for by Fortune Magazine, Consulting Magazine, Working Mother Magazine, Diversity Inc. and others. If you're as passionate about your future as we are, join our team.

KPMG is currently seeking a Specialist to join our Federal Advisory practice.

Responsibilities
Undertake necessary statistical analysis using Natural Language Processing to mine unstructured data, using a variety of methods (document clustering, topic analysis, names entity recognition, document classification, and sentiment analysis) as part of the overall Machine Learning initiative set forth within engagement
Analyze structured and unstructured data, understand and implement algorithms, and support analysis using advanced statistical and mathematical methods form emerging areas in pattern analysis, machine learning, deep learning, data mining, econometrics, and operations research
Support workshops around emerging technologies in associated areas of Machine Learning, with both business clients and technical clients utilizing processes and best practices to plan, lead, and execute delivery of artificial intelligence engagements across different areas (technology, financial services, emerging tech, government agencies - federal, state, local, and utilities)
Function in a fast-paced and dynamic environment utilizing virtual and face-to-face interactions; manage complex work streams, expectations, budgets, deliverables, risks, and multiple responsibilities using structured approaches for operational excellence while communicating results to executive level audiences
Qualifications
A minimum of one year of technical data science experience; U.S. Federal government consulting experience
Bachelor's degree from an accredited college/university
Experience performing data science from data discovery, cleaning, model selection, validation, and deployment; experience coding artificial intelligence methods using object-oriented programming in a software development process, and ability to restructure, refactor, and optimize code for efficiency
Problem-solving ability through the use and/or development of data science algorithms, models, testing, etc.; ability to utilize a diverse array of technologies and tools as needed, to deliver insights, such as R, Python, Spark, Hadoop and emerging Cloud Capabilities on Azure, GCP and/or AWS; experience with command-line scripting, data structures, and algorithms
Ability to travel as required to support firm engagements
Ability to obtain a U.S. Federal government security clearance within a reasonable period of time, which requires U.S. citizenship
KPMG LLP (the U.S. member firm of KPMG International) offers a comprehensive compensation and benefits package. KPMG is an affirmative action-equal opportunity employer. KPMG complies with all applicable federal, state and local laws regarding recruitment and hiring. All qualified applicants are considered for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other category protected by applicable federal, state or local laws. The attached link contains further information regarding the firm's compliance with federal, state and local recruitment and hiring laws. No phone calls or agencies please.

At KPMG any employee, partner or contractor must be fully vaccinated or have a reasonable accommodation for COVID-19 in order to go to any KPMG office, or to work on or in association with a federal contract (unless prohibited by applicable law)."
KPMG US,"Specialist, Data Scientist","Birmingham, AL","Specialist, Data Scientist, KPMG US, Birmingham, AL, Hide job, 1 connection works here, Promoted, 3 applicants","Requisition Number: 86925 - 2

Description

Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for by Fortune Magazine, Consulting Magazine, Working Mother Magazine, Diversity Inc. and others. If you're as passionate about your future as we are, join our team.

KPMG is currently seeking a Specialist to join our Federal Advisory practice.

Responsibilities
Undertake necessary statistical analysis using Natural Language Processing to mine unstructured data, using a variety of methods (document clustering, topic analysis, names entity recognition, document classification, and sentiment analysis) as part of the overall Machine Learning initiative set forth within engagement
Analyze structured and unstructured data, understand and implement algorithms, and support analysis using advanced statistical and mathematical methods form emerging areas in pattern analysis, machine learning, deep learning, data mining, econometrics, and operations research
Support workshops around emerging technologies in associated areas of Machine Learning, with both business clients and technical clients utilizing processes and best practices to plan, lead, and execute delivery of artificial intelligence engagements across different areas (technology, financial services, emerging tech, government agencies - federal, state, local, and utilities)
Function in a fast-paced and dynamic environment utilizing virtual and face-to-face interactions; manage complex work streams, expectations, budgets, deliverables, risks, and multiple responsibilities using structured approaches for operational excellence while communicating results to executive level audiences
Qualifications
A minimum of one year of technical data science experience; U.S. Federal government consulting experience
Bachelor's degree from an accredited college/university
Experience performing data science from data discovery, cleaning, model selection, validation, and deployment; experience coding artificial intelligence methods using object-oriented programming in a software development process, and ability to restructure, refactor, and optimize code for efficiency
Problem-solving ability through the use and/or development of data science algorithms, models, testing, etc.; ability to utilize a diverse array of technologies and tools as needed, to deliver insights, such as R, Python, Spark, Hadoop and emerging Cloud Capabilities on Azure, GCP and/or AWS; experience with command-line scripting, data structures, and algorithms
Ability to travel as required to support firm engagements
Ability to obtain a U.S. Federal government security clearance within a reasonable period of time, which requires U.S. citizenship
KPMG LLP (the U.S. member firm of KPMG International) offers a comprehensive compensation and benefits package. KPMG is an affirmative action-equal opportunity employer. KPMG complies with all applicable federal, state and local laws regarding recruitment and hiring. All qualified applicants are considered for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other category protected by applicable federal, state or local laws. The attached link contains further information regarding the firm's compliance with federal, state and local recruitment and hiring laws. No phone calls or agencies please.

At KPMG any employee, partner or contractor must be fully vaccinated or have a reasonable accommodation for COVID-19 in order to go to any KPMG office, or to work on or in association with a federal contract (unless prohibited by applicable law)."
